Row_ID,As_Of_Date,Material_Price_Index,City,City_Tier,City_Multiplier,Labor_Day_Rate_Min,Labor_Day_Rate_Max,Room_Type,Area_Sqft,Renovation_Level,Paint_Quality,Floor_Type,Floor_Quality,Ceiling_Type,Ceiling_Quality,Has_Electrical,Furniture_Level,Kitchen_Package,Bathroom_Package,Painting_Material_Cost,Painting_Labor_Cost,Flooring_Material_Cost,Flooring_Labor_Cost,Ceiling_Material_Cost,Ceiling_Labor_Cost,Electrical_Material_Cost,Electrical_Labor_Cost,Kitchen_Package_Cost,Bathroom_Package_Cost,Plumbing_Cost,Furniture_Cost,Wastage_Sundries_Cost,Contractor_Overhead_Cost,GST_Amount,Grand_Total,Total_Cost_per_Sqft
1526,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Bathroom,401,Mid,Premium,Vitrified_Tile,Standard,None,None,False,None,None,Standard,13483,818,55940,1869,0,0,0,0,0,232973,79279,0,25240,73413,86943,569959,1421.34
1527,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Study,404,Mid,Standard,Engineered_Wood,Premium,None,None,False,None,None,None,9608,945,96132,1864,0,0,0,0,0,0,0,0,10378,23338,25608,167873,415.53
1528,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Kitchen,250,Basic,Economy,Vitrified_Tile,Premium,None,None,False,None,Basic_L,None,5568,783,59989,1044,0,0,0,0,251411,0,28591,0,24707,35433,73355,480881,1923.52
1529,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Bedroom,267,Mid,Standard,Ceramic_Tile,Economy,POP,Premium,True,Basic,None,None,8609,867,20313,1546,37539,1096,19600,721,0,0,0,44091,8518,22576,29786,195263,731.32
1530,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Kitchen,495,Basic,Economy,Ceramic_Tile,Standard,None,None,True,None,Basic_L,None,15198,1116,46731,2712,0,0,68689,1423,210213,0,32648,0,19225,44312,79608,521876,1054.29
1531,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Kids Room,545,Basic,Economy,Ceramic_Tile,Premium,Grid,Standard,False,Premium,None,None,14379,1497,94832,3260,47628,2307,0,0,0,0,0,247308,26976,43177,86645,568007,1042.22
1532,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Living Room,523,Luxury,Premium,Epoxy,Standard,Gypsum,Standard,True,None,None,None,14287,1653,31071,2803,80184,1763,51441,1325,0,0,0,0,9824,59971,45778,300101,573.81
1533,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Bedroom,281,Luxury,Standard,Ceramic_Tile,Standard,POP,Standard,True,None,None,None,11074,1026,39595,2155,39116,1142,39760,959,0,0,0,0,9050,38425,32814,215116,765.54
1534,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Kids Room,261,Mid,Economy,Engineered_Wood,Standard,Grid,Standard,True,Standard,None,None,6170,806,90144,1437,41376,1085,45400,1117,0,0,0,115630,27902,58511,70124,459701,1761.31
1535,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Study,79,Basic,Standard,Ceramic_Tile,Standard,None,None,False,None,None,None,2735,663,8875,648,0,0,0,0,0,0,0,0,668,1693,2751,18032,228.25
1536,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Living Room,476,Mid,Premium,Ceramic_Tile,Economy,Grid,Standard,False,None,None,None,12322,1993,41776,2901,73575,1753,0,0,0,0,0,0,11287,32237,32012,209855,440.87
1537,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Dining,389,Luxury,Premium,Wood_Laminate,Economy,Grid,Economy,False,Basic,None,None,11012,863,46894,1436,49438,1254,0,0,0,0,0,54459,10256,53410,41224,270244,694.72
1538,2025-09-07,1.0,Pune,Metro,1.2,700,850,Living Room,205,Basic,Economy,Granite,Premium,None,None,False,Standard,None,None,6702,707,79973,1370,0,0,0,0,0,0,0,166836,20722,29904,55118,361331,1762.59
1539,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kids Room,183,Basic,Premium,Granite,Standard,None,None,False,None,None,None,8365,844,88899,972,0,0,0,0,0,0,0,0,5421,10403,20683,135588,740.92
1540,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Study,417,Mid,Premium,Marble,Standard,None,None,True,None,None,None,12121,1090,306090,1517,0,0,57328,1053,0,0,0,0,23372,78494,86592,567656,1361.28
1541,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Study,474,Luxury,Standard,Ceramic_Tile,Standard,Gypsum,Standard,False,Basic,None,None,19745,1640,87719,3135,112837,3143,0,0,0,0,0,84613,19678,91660,76351,500521,1055.95
1542,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Bathroom,199,Basic,Economy,Vitrified_Tile,Premium,None,None,False,None,None,Basic,6780,729,50303,876,0,0,0,0,0,177660,80951,0,23507,39980,68541,449326,2257.92
1543,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Bedroom,510,Mid,Economy,Ceramic_Tile,Premium,Grid,Standard,True,None,None,None,13630,1374,62919,3228,47657,2242,44300,1812,0,0,0,0,13810,28346,39477,258795,507.44
1544,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Dining,239,Luxury,Economy,Ceramic_Tile,Economy,Grid,Standard,True,None,None,None,5378,787,33619,1584,24317,1090,24534,1092,0,0,0,0,7641,31693,23712,155446,650.4
1545,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Kids Room,549,Mid,Standard,Granite,Standard,Gypsum,Premium,True,Basic,None,None,17632,1078,214447,2348,107399,2078,76418,1319,0,0,0,55055,29845,101766,109689,719075,1309.79
1546,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Kids Room,245,Basic,Luxury,Vitrified_Tile,Premium,Grid,Standard,False,Basic,None,None,7993,611,35876,1168,44867,1110,0,0,0,0,0,57034,12716,16947,32098,210420,858.86
1547,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bathroom,380,Basic,Premium,Ceramic_Tile,Economy,None,None,True,None,None,Basic,8077,936,44317,2301,0,0,27439,1140,0,99745,54887,0,14322,32960,51502,337627,888.49
1548,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Living Room,133,Basic,Luxury,Engineered_Wood,Economy,POP,Standard,True,Basic,None,None,4267,665,33314,645,17970,628,9979,689,0,0,0,30155,8186,12781,21470,140748,1058.26
1549,2025-09-07,1.0,Pune,Metro,1.2,700,850,Dining,180,Mid,Standard,Engineered_Wood,Standard,Grid,Standard,True,Standard,None,None,4981,822,70577,905,25574,850,29755,708,0,0,0,182672,19510,70022,73148,479523,2664.02
1550,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Living Room,322,Basic,Standard,Engineered_Wood,Economy,Gypsum,Luxury,False,Basic,None,None,6779,652,86762,1124,67174,1208,0,0,0,0,0,46553,17800,22497,45099,295650,918.17
1551,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Kids Room,177,Luxury,Premium,Vitrified_Tile,Premium,None,None,True,None,None,None,8323,770,40258,1495,0,0,28040,771,0,0,0,0,5698,22543,19421,127318,719.31
1552,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Living Room,262,Basic,Premium,Marble,Standard,Grid,Premium,False,None,None,None,7076,694,185748,1193,43579,1018,0,0,0,0,0,0,21146,29914,52266,342635,1307.77
1553,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Study,192,Luxury,Standard,Ceramic_Tile,Standard,Grid,Standard,True,Basic,None,None,5175,748,22139,1058,21333,864,28647,701,0,0,0,54800,11193,44974,34494,226126,1177.74
1554,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Kitchen,145,Basic,Standard,Ceramic_Tile,Standard,POP,Premium,True,None,Basic_L,None,4387,688,19247,693,20551,668,14481,627,176085,0,58005,0,19432,36634,63270,414769,2860.47
1555,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Bathroom,249,Mid,Standard,Vitrified_Tile,Economy,None,None,False,None,None,Basic,7657,570,32618,1660,0,0,0,0,0,106647,62787,0,11452,46203,48527,318120,1277.59
1556,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Bathroom,507,Basic,Standard,Granite,Economy,None,None,True,None,None,Basic,20834,1502,195564,3842,0,0,91178,2225,0,132132,79321,0,46548,68985,115584,757716,1494.51
1557,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Bathroom,127,Basic,Economy,Ceramic_Tile,Standard,None,None,False,None,None,Basic,4538,867,17123,780,0,0,0,0,0,141135,110746,0,18135,31372,58445,383140,3016.85
1558,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Study,423,Mid,Standard,Vitrified_Tile,Economy,Gypsum,Luxury,True,Basic,None,None,12420,1073,59943,2333,93755,1286,52718,1099,0,0,0,57356,22872,56115,64975,425946,1006.96
1559,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Living Room,121,Luxury,Premium,Engineered_Wood,Premium,Gypsum,Standard,True,Basic,None,None,3903,516,40941,489,11277,571,16695,591,0,0,0,44498,6197,34530,28837,189044,1562.35
1560,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Bathroom,487,Luxury,Economy,Vitrified_Tile,Standard,None,None,True,None,None,Premium,8869,1252,93446,1974,0,0,68240,1764,0,236659,92519,0,47146,169082,129771,850722,1746.86
1561,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Kitchen,348,Luxury,Standard,Ceramic_Tile,Standard,Grid,Standard,True,None,Standard_L,None,7386,807,27897,1394,55366,1160,46099,1277,199522,0,45392,0,21084,111641,93425,612451,1759.92
1562,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Bathroom,314,Basic,Standard,Ceramic_Tile,Economy,None,None,False,None,None,Basic,8769,984,37296,2091,0,0,0,0,0,85095,86373,0,17905,27355,47856,313725,999.12
1563,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Study,353,Mid,Standard,Wood_Laminate,Standard,Grid,Premium,False,Standard,None,None,10463,1517,80918,2117,76282,1925,0,0,0,0,0,168367,31415,76857,80975,530836,1503.79
1564,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Dining,515,Basic,Economy,Ceramic_Tile,Premium,None,None,False,Basic,None,None,12266,1255,94205,3235,0,0,0,0,0,0,0,72525,13414,21651,39339,257890,500.76
1565,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Kitchen,394,Mid,Standard,Vitrified_Tile,Premium,Grid,Economy,True,None,Basic_L,None,11927,1411,59714,2027,42225,1226,27917,1291,118942,0,24552,0,27165,44559,65332,428288,1087.03
1566,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Study,465,Mid,Premium,Engineered_Wood,Standard,Grid,Standard,True,Premium,None,None,9501,961,125906,2308,57530,1483,45004,1133,0,0,0,214335,33457,95756,105727,693102,1490.54
1567,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Living Room,450,Luxury,Premium,Ceramic_Tile,Standard,None,None,True,None,None,None,11442,1449,61357,3133,0,0,77580,1705,0,0,0,0,12281,45903,38673,253523,563.38
1568,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Bathroom,132,Mid,Standard,Vitrified_Tile,Premium,None,None,True,None,None,Basic,2524,511,20343,719,0,0,14322,611,0,69541,74820,0,13477,28059,40487,265416,2010.72
1569,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Bathroom,279,Basic,Standard,Vitrified_Tile,Standard,None,None,True,None,None,Basic,9288,787,55469,1676,0,0,41593,1117,0,133860,83740,0,31305,42907,72314,474056,1699.13
1570,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Bathroom,186,Luxury,Standard,Ceramic_Tile,Standard,None,None,True,None,None,Standard,5282,816,28041,1271,0,0,33325,868,0,342292,107242,0,37916,146397,126621,830069,4462.74
1571,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Bathroom,354,Luxury,Luxury,Ceramic_Tile,Economy,None,None,True,None,None,Standard,13931,1250,40505,1848,0,0,32111,1159,0,176728,71441,0,21376,103048,83411,546808,1544.66
1572,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Kitchen,266,Luxury,Standard,Vitrified_Tile,Luxury,None,None,True,None,Luxury_Island,None,5847,741,64772,1661,0,0,35706,956,514096,0,38858,0,59683,214694,168662,1105676,4156.68
1573,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Living Room,420,Basic,Premium,Wood_Laminate,Standard,None,None,False,Premium,None,None,15929,1200,88355,2075,0,0,0,0,0,0,0,264401,29273,48355,80926,530514,1263.13
1574,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bathroom,175,Luxury,Premium,Granite,Premium,None,None,True,None,None,Premium,4883,580,65571,842,0,0,24274,508,0,432722,59895,0,33493,195050,147207,965025,5514.43
1575,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Living Room,523,Luxury,Premium,Wood_Laminate,Economy,Gypsum,Economy,True,None,None,None,20149,1287,70521,2485,48645,1809,53800,1475,0,0,0,0,15295,69860,51359,336685,643.76
1576,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Living Room,203,Luxury,Economy,Ceramic_Tile,Premium,POP,Premium,True,Standard,None,None,5625,647,27785,936,32890,684,24376,556,0,0,0,165828,13251,73130,62227,407935,2009.53
1577,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Study,405,Basic,Premium,Ceramic_Tile,Premium,None,None,False,None,None,None,11571,856,48666,1878,0,0,0,0,0,0,0,0,5617,7368,13672,89628,221.3
1578,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Kitchen,177,Luxury,Standard,Ceramic_Tile,Economy,POP,Standard,True,None,Premium_U,None,6197,686,14343,746,25063,743,21725,703,647359,0,58660,0,55039,262364,196853,1290481,7290.85
1579,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Living Room,327,Mid,Standard,Ceramic_Tile,Luxury,POP,Standard,True,None,None,None,7951,1024,45542,1658,40798,1152,42283,1414,0,0,0,0,9070,26095,31858,208844,638.67
1580,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Study,365,Luxury,Economy,Ceramic_Tile,Standard,Grid,Standard,True,Standard,None,None,6802,938,33198,1494,31727,817,24197,806,0,0,0,121427,12138,67529,54194,355270,973.34
1581,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Bedroom,321,Basic,Standard,Vitrified_Tile,Economy,None,None,True,None,None,None,7390,834,33291,1681,0,0,22484,1163,0,0,0,0,6155,8088,14595,95681,298.07
1582,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Dining,136,Luxury,Standard,Marble,Premium,None,None,True,Basic,None,None,2230,548,99540,502,0,0,15373,526,0,0,0,61094,12421,53584,44247,290065,2132.83
1583,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Living Room,263,Mid,Economy,Engineered_Wood,Standard,Grid,Premium,True,Basic,None,None,6994,665,59645,843,32415,806,33485,630,0,0,0,27950,8350,26803,35746,234333,891.0
1584,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Kitchen,241,Luxury,Premium,Vitrified_Tile,Economy,Gypsum,Premium,True,None,Standard_L,None,12347,909,48226,2074,53452,1077,36085,1334,482636,0,37765,0,46869,230483,171586,1124843,4667.4
1585,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Dining,507,Basic,Economy,Vitrified_Tile,Premium,None,None,True,Standard,None,None,10936,1450,57245,2729,0,0,41643,1951,0,0,0,99866,11617,23956,45250,296642,585.09
1586,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Bathroom,354,Mid,Premium,Vitrified_Tile,Economy,None,None,True,None,None,Standard,13345,877,46696,1819,0,0,25355,1085,0,179870,72069,0,18377,64471,76313,500277,1413.21
1587,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Kids Room,308,Mid,Standard,Ceramic_Tile,Standard,POP,Luxury,False,Standard,None,None,5737,809,44864,1237,44231,1154,0,0,0,0,0,90570,17640,29045,42352,277639,901.42
1588,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Study,356,Luxury,Standard,Engineered_Wood,Standard,Gypsum,Premium,True,None,None,None,11014,1000,102593,1505,62760,1180,43080,1135,0,0,0,0,12877,78269,56775,372189,1045.47
1589,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Study,270,Luxury,Standard,Marble,Standard,Gypsum,Standard,False,Standard,None,None,5636,791,148006,1218,35238,1074,0,0,0,0,0,151694,20568,113407,85974,563608,2087.44
1590,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Bedroom,484,Mid,Premium,Engineered_Wood,Standard,None,None,True,Basic,None,None,18063,1257,159679,2304,0,0,33645,1477,0,0,0,35508,12508,46356,55944,366741,757.73
1591,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Bathroom,104,Mid,Standard,Vitrified_Tile,Standard,None,None,True,None,None,Standard,2965,673,12200,680,0,0,8728,661,0,163442,73792,0,24957,44471,59863,392432,3773.39
1592,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Kids Room,129,Luxury,Premium,Vitrified_Tile,Standard,None,None,True,Premium,None,None,4738,713,20167,640,0,0,15001,696,0,0,0,454268,43247,165739,126938,832147,6450.75
1593,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Bathroom,312,Luxury,Luxury,Vitrified_Tile,Economy,None,None,True,None,None,Standard,9091,722,30148,1659,0,0,44808,1173,0,170703,55846,0,20226,103984,78905,517264,1657.9
1594,2025-09-07,1.0,Pune,Metro,1.2,700,850,Dining,396,Basic,Economy,Vitrified_Tile,Standard,POP,Luxury,False,Basic,None,None,14543,1386,63824,3407,93744,2305,0,0,0,0,0,90867,21623,29438,57804,378941,956.92
1595,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Living Room,104,Mid,Premium,Ceramic_Tile,Premium,Gypsum,Standard,False,Basic,None,None,3401,564,10848,598,12487,613,0,0,0,0,0,44485,3696,12993,16143,105829,1017.59
1596,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Bathroom,508,Luxury,Economy,Granite,Premium,None,None,True,None,None,Standard,14517,1245,163681,2443,0,0,87310,1746,0,237101,51585,0,29382,149421,132918,871349,1715.25
1597,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Bedroom,107,Mid,Premium,Vitrified_Tile,Standard,Gypsum,Standard,True,Standard,None,None,3014,656,15459,642,15221,606,12169,664,0,0,0,164621,11721,49854,49433,324060,3028.6
1598,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Bathroom,527,Mid,Economy,Ceramic_Tile,Standard,None,None,False,None,None,Standard,20779,2023,55357,4881,0,0,0,0,0,302473,79967,0,32050,115905,110418,723853,1373.54
1599,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Bathroom,73,Basic,Luxury,Vitrified_Tile,Standard,None,None,True,None,None,Basic,3129,898,17342,892,0,0,8594,818,0,123743,111072,0,15475,39707,57901,379570,5199.59
1600,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Bathroom,391,Basic,Standard,Granite,Economy,None,None,True,None,None,Basic,10347,956,134719,1412,0,0,44930,1157,0,95408,58499,0,18091,51419,75049,491989,1258.28
1601,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Kids Room,372,Luxury,Luxury,Ceramic_Tile,Premium,Gypsum,Economy,True,None,None,None,12103,935,44849,1749,48088,1336,51446,1105,0,0,0,0,12371,43150,39084,256216,688.75
1602,2025-09-07,1.0,Pune,Metro,1.2,700,850,Bedroom,283,Basic,Premium,Vitrified_Tile,Premium,Gypsum,Premium,True,None,None,None,14203,1266,47277,1999,46412,1209,42663,887,0,0,0,0,8925,16371,32618,213831,755.59
1603,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Living Room,543,Mid,Standard,Granite,Economy,None,None,False,None,None,None,12078,1640,130820,2982,0,0,0,0,0,0,0,0,7201,22866,31966,209553,385.92
1604,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bedroom,401,Basic,Standard,Wood_Laminate,Standard,None,None,True,Standard,None,None,8298,1148,77838,2124,0,0,54349,1350,0,0,0,148607,17819,38183,62949,412665,1029.09
1605,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Living Room,455,Basic,Standard,Granite,Standard,Gypsum,Standard,False,None,None,None,10986,1315,115805,1696,54249,1825,0,0,0,0,0,0,14312,21933,39982,262104,576.05
1606,2025-09-07,1.0,Pune,Metro,1.2,700,850,Kitchen,494,Mid,Economy,Ceramic_Tile,Standard,None,None,True,None,Basic_L,None,13874,1922,70946,2556,0,0,83771,2445,216476,0,68333,0,36826,89302,105561,692012,1400.83
1607,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Dining,457,Basic,Premium,Vitrified_Tile,Premium,Grid,Economy,True,Premium,None,None,19300,1073,66222,3300,47539,1786,71029,1781,0,0,0,336996,49822,65883,119652,784384,1716.38
1608,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Kitchen,114,Basic,Standard,Vitrified_Tile,Standard,POP,Premium,True,None,Basic_L,None,2507,527,9702,556,15604,647,9491,643,168026,0,41011,0,22874,33328,54885,359801,3156.15
1609,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Dining,373,Luxury,Economy,Ceramic_Tile,Luxury,None,None,True,Standard,None,None,7853,722,38058,1930,0,0,45731,862,0,0,0,137052,19549,60142,56142,368039,986.7
1610,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Dining,463,Basic,Economy,Wood_Laminate,Standard,None,None,False,Standard,None,None,8951,1357,113660,2489,0,0,0,0,0,0,0,138593,25371,37902,59098,387423,836.77
1611,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Kitchen,506,Luxury,Economy,Ceramic_Tile,Premium,Grid,Standard,True,None,Premium_U,None,16635,2055,57667,3681,97579,3101,69689,1491,378465,0,60052,0,50845,182960,166359,1090579,2155.29
1612,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Kitchen,225,Basic,Standard,Vitrified_Tile,Premium,Grid,Standard,False,None,Basic_L,None,5148,615,32196,837,21375,760,0,0,237853,0,50462,0,17558,36671,72626,476101,2116.0
1613,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Dining,357,Luxury,Standard,Vitrified_Tile,Standard,Grid,Premium,True,None,None,None,10206,924,59124,1289,58030,1385,48275,1094,0,0,0,0,17438,45984,43875,287626,805.67
1614,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Kids Room,362,Basic,Standard,Ceramic_Tile,Economy,Gypsum,Standard,True,Basic,None,None,8645,728,29121,1393,57775,1309,49546,1001,0,0,0,52753,14321,24677,43428,284697,786.45
1615,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Bedroom,424,Mid,Economy,Ceramic_Tile,Premium,Gypsum,Standard,True,Basic,None,None,8251,1047,55031,1938,56333,1155,57338,1171,0,0,0,31067,14003,35626,47333,310292,731.82
1616,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Bedroom,459,Luxury,Premium,Granite,Premium,None,None,True,None,None,None,10650,1076,114504,1857,0,0,48650,1113,0,0,0,0,14493,57268,44930,294541,641.7
1617,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Bathroom,519,Mid,Premium,Ceramic_Tile,Economy,None,None,False,None,None,Basic,14842,2031,63860,4148,0,0,0,0,0,104238,93859,0,19776,59426,65193,427373,823.46
1618,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Living Room,400,Luxury,Luxury,Vitrified_Tile,Economy,None,None,True,None,None,None,11506,1129,43998,1795,0,0,55112,1465,0,0,0,0,8900,30132,27727,181765,454.41
1619,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Bedroom,280,Basic,Standard,Ceramic_Tile,Standard,Gypsum,Standard,False,Basic,None,None,5352,947,44297,1226,49471,954,0,0,0,0,0,47945,13592,21778,33401,218961,782.0
1620,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Dining,306,Luxury,Premium,Ceramic_Tile,Economy,Grid,Standard,True,Basic,None,None,10352,742,22783,1264,28924,1365,21806,1181,0,0,0,29283,5824,38840,29225,191586,626.1
1621,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Living Room,249,Luxury,Premium,Engineered_Wood,Standard,None,None,True,Standard,None,None,9819,675,86125,1437,0,0,35151,853,0,0,0,127077,17062,66329,62015,406542,1632.7
1622,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Kids Room,456,Basic,Premium,Vitrified_Tile,Premium,None,None,True,None,None,None,14372,1417,76099,1714,0,0,53845,1041,0,0,0,0,13102,21828,33015,216433,474.63
1623,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Living Room,137,Luxury,Economy,Vitrified_Tile,Luxury,Grid,Standard,True,None,None,None,2776,506,23529,669,19667,548,19123,516,0,0,0,0,3656,17170,15869,104028,759.33
1624,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Kids Room,170,Basic,Standard,Ceramic_Tile,Standard,None,None,True,Standard,None,None,4324,646,28327,665,0,0,27650,678,0,0,0,141936,11134,27366,43691,286418,1684.81
1625,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kids Room,315,Luxury,Economy,Engineered_Wood,Standard,POP,Economy,True,Standard,None,None,11369,818,110700,1855,42672,1990,37456,1615,0,0,0,184789,23894,120339,96749,634246,2013.48
1626,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Bathroom,440,Mid,Standard,Ceramic_Tile,Standard,None,None,True,None,None,Standard,16738,1475,50330,4261,0,0,44843,1516,0,184628,94540,0,29137,76081,90639,594190,1350.43
1627,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kids Room,161,Luxury,Standard,Wood_Laminate,Standard,POP,Luxury,True,None,None,None,3359,842,30614,836,29064,910,15358,714,0,0,0,0,7737,20915,19863,130212,808.77
1628,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Living Room,213,Luxury,Standard,Ceramic_Tile,Economy,None,None,True,None,None,None,6810,559,16527,1508,0,0,28862,714,0,0,0,0,2673,15230,13119,86003,403.77
1629,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Living Room,505,Luxury,Standard,Wood_Laminate,Standard,Grid,Premium,True,None,None,None,16544,1299,107563,1662,92821,2093,73914,1571,0,0,0,0,24780,96082,75299,493628,977.48
